"Group","Device","Serial Number","IP Address","Asset Number","Location","Misc Supply Label","Level"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub 4700P","A63N021043452","10.16.38.29","5623#COK/N237341","","Zestaw konserw.","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Black Imaging Unit","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Cyan Imaging Unit","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Fuser Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Magenta Imaging Unit","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Transfer Belt","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Transfer Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","KONICA MINOLTA bizhub C3100P","A6DR021119467","10.16.37.242","5623#COK/N238690","","Yellow Imaging Unit","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","PPL0016763 bizhub C368","A7PU027001091","10.16.38.11","5623#COK/N229536","Sandomierz PAP Laboratorium Stare","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","PPL0016763 bizhub C368","A7PU027001091","10.16.38.11","5623#COK/N229536","Sandomierz PAP Laboratorium Stare","Toner (Cyan)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","PPL0016763 bizhub C368","A7PU027001091","10.16.38.11","5623#COK/N229536","Sandomierz PAP Laboratorium Stare","Toner (Magenta)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","PPL0016763 bizhub C368","A7PU027001091","10.16.38.11","5623#COK/N229536","Sandomierz PAP Laboratorium Stare","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > UR","PPL0016763 bizhub C368","A7PU027001091","10.16.38.11","5623#COK/N229536","Sandomierz PAP Laboratorium Stare","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021044596","10.16.38.26","5623#COK/N237359","","Imaging Unit","84%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042989","10.16.38.28","5623#COK/N237363","","Imaging Unit","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042974","10.16.38.27","5623#COK/N237361","","Imaging Unit","88%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042974","10.16.38.27","5623#COK/N237361","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042989","10.16.38.28","5623#COK/N237363","","Maintenance Kit","69%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021044596","10.16.38.26","5623#COK/N237359","","Maintenance Kit","74%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042974","10.16.38.27","5623#COK/N237361","","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042974","10.16.38.27","5623#COK/N237361","","Zesp obraz.","88%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042989","10.16.38.28","5623#COK/N237363","","Zesp obraz.","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021044596","10.16.38.26","5623#COK/N237359","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021044596","10.16.38.26","5623#COK/N237359","","Zespół obraz.","84%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042989","10.16.38.28","5623#COK/N237363","","Zespół obraz.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042974","10.16.38.27","5623#COK/N237361","","Zespół obraz.","88%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042974","10.16.38.27","5623#COK/N237361","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021042989","10.16.38.28","5623#COK/N237363","","Zestaw konserw.","69%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > WRH2","KONICA MINOLTA bizhub 4700P","A63N021044596","10.16.38.26","5623#COK/N237359","","Zestaw konserw.","74%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > ADMINISTRACJA","KONICA MINOLTA bizhub C368","A7PU027002384","10.16.162.153","5623#COK/N240024","Chmielow PAP Administracja","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045168","10.16.162.197","5623#COK/N241457","","Imaging Unit","80%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045186","10.16.162.195","5623#COK/N241453","","Imaging Unit","7%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045084","10.16.162.159","5623#COK/N241445","","Imaging Unit","75%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045086","10.16.162.167","5623#COK/N241451","","Imaging Unit","71%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045096","10.16.162.166","5623#COK/N241449","","Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045167","10.16.161.162","5623#COK/N241455","","Imaging Unit","41%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045091","10.16.162.168","5623#COK/N241447","","Imaging Unit","65%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045091","10.16.162.168","5623#COK/N241447","","Maintenance Kit","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045167","10.16.161.162","5623#COK/N241455","","Maintenance Kit","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045096","10.16.162.166","5623#COK/N241449","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045086","10.16.162.167","5623#COK/N241451","","Maintenance Kit","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045084","10.16.162.159","5623#COK/N241445","","Maintenance Kit","77%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045186","10.16.162.195","5623#COK/N241453","","Maintenance Kit","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045168","10.16.162.197","5623#COK/N241457","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045168","10.16.162.197","5623#COK/N241457","","Zesp obraz.","82%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045084","10.16.162.159","5623#COK/N241445","","Zesp obraz.","47%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045186","10.16.162.195","5623#COK/N241453","","Zesp obraz.","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045086","10.16.162.167","5623#COK/N241451","","Zesp obraz.","75%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045096","10.16.162.166","5623#COK/N241449","","Zesp obraz.","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045167","10.16.161.162","5623#COK/N241455","","Zesp obraz.","48%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045091","10.16.162.168","5623#COK/N241447","","Zesp obraz.","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045091","10.16.162.168","5623#COK/N241447","","Zespół obraz.","65%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045167","10.16.161.162","5623#COK/N241455","","Zespół obraz.","41%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045096","10.16.162.166","5623#COK/N241449","","Zespół obraz.","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045086","10.16.162.167","5623#COK/N241451","","Zespół obraz.","71%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045084","10.16.162.159","5623#COK/N241445","","Zespół obraz.","75%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045186","10.16.162.195","5623#COK/N241453","","Zespół obraz.","7%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045168","10.16.162.197","5623#COK/N241457","","Zespół obraz.","80%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045168","10.16.162.197","5623#COK/N241457","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045186","10.16.162.195","5623#COK/N241453","","Zestaw konserw.","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045084","10.16.162.159","5623#COK/N241445","","Zestaw konserw.","77%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045086","10.16.162.167","5623#COK/N241451","","Zestaw konserw.","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045096","10.16.162.166","5623#COK/N241449","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045167","10.16.161.162","5623#COK/N241455","","Zestaw konserw.","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub 4700P","A63N021045091","10.16.162.168","5623#COK/N241447","","Zestaw konserw.","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > APBL","KONICA MINOLTA bizhub C368","A7PU027003073","10.16.162.175","5623#COK/N241702","APBL","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039948","10.16.162.184","5623#COK/N240826","","Imaging Unit","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039826","10.16.162.181","5623#COK/N240820","","Imaging Unit","10%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039862","10.16.162.183","5623#COK/N240824","","Imaging Unit","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039876","10.16.161.43","5623#COK/N240830","","Imaging Unit","84%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039903","10.16.162.185","5623#COK/N240828","","Imaging Unit","44%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021045172","10.16.162.213","5623#COK/N241479","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039929","10.16.162.188","5623#COK/N240836","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039501","10.16.162.182","5623#COK/N240822","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039899","10.16.162.180","5623#COK/N240818","","Imaging Unit","43%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039537","10.16.162.187","5623#COK/N240834","","Imaging Unit","57%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039537","10.16.162.187","5623#COK/N240834","","Maintenance Kit","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039899","10.16.162.180","5623#COK/N240818","","Maintenance Kit","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039501","10.16.162.182","5623#COK/N240822","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039929","10.16.162.188","5623#COK/N240836","","Maintenance Kit","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021045172","10.16.162.213","5623#COK/N241479","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039903","10.16.162.185","5623#COK/N240828","","Maintenance Kit","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039876","10.16.161.43","5623#COK/N240830","","Maintenance Kit","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039862","10.16.162.183","5623#COK/N240824","","Maintenance Kit","71%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039826","10.16.162.181","5623#COK/N240820","","Maintenance Kit","56%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039948","10.16.162.184","5623#COK/N240826","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039826","10.16.162.181","5623#COK/N240820","","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039899","10.16.162.180","5623#COK/N240818","","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039899","10.16.162.180","5623#COK/N240818","","Zesp obraz.","75%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039537","10.16.162.187","5623#COK/N240834","","Zesp obraz.","68%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021045172","10.16.162.213","5623#COK/N241479","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039929","10.16.162.188","5623#COK/N240836","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039948","10.16.162.184","5623#COK/N240826","","Zesp obraz.","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039826","10.16.162.181","5623#COK/N240820","","Zesp obraz.","82%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039862","10.16.162.183","5623#COK/N240824","","Zesp obraz.","50%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039876","10.16.161.43","5623#COK/N240830","","Zesp obraz.","88%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039903","10.16.162.185","5623#COK/N240828","","Zesp obraz.","61%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039903","10.16.162.185","5623#COK/N240828","","Zespół obraz.","44%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039876","10.16.161.43","5623#COK/N240830","","Zespół obraz.","84%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039862","10.16.162.183","5623#COK/N240824","","Zespół obraz.","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039948","10.16.162.184","5623#COK/N240826","","Zespół obraz.","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039826","10.16.162.181","5623#COK/N240820","","Zespół obraz.","10%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039929","10.16.162.188","5623#COK/N240836","","Zespół obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021045172","10.16.162.213","5623#COK/N241479","","Zespół obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039537","10.16.162.187","5623#COK/N240834","","Zespół obraz.","57%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039501","10.16.162.182","5623#COK/N240822","","Zespół obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039899","10.16.162.180","5623#COK/N240818","","Zespół obraz.","43%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039899","10.16.162.180","5623#COK/N240818","","Zestaw konserw.","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039501","10.16.162.182","5623#COK/N240822","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039537","10.16.162.187","5623#COK/N240834","","Zestaw konserw.","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021045172","10.16.162.213","5623#COK/N241479","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039929","10.16.162.188","5623#COK/N240836","","Zestaw konserw.","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039826","10.16.162.181","5623#COK/N240820","","Zestaw konserw.","56%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039948","10.16.162.184","5623#COK/N240826","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039862","10.16.162.183","5623#COK/N240824","","Zestaw konserw.","71%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039876","10.16.161.43","5623#COK/N240830","","Zestaw konserw.","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub 4700P","A63N021039903","10.16.162.185","5623#COK/N240828","","Zestaw konserw.","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > BOX2","KONICA MINOLTA bizhub C368","A7PU027001975","10.16.162.176","5623#COK/N241697","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Black Imaging Unit","51%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Cyan Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Fuser Unit","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Magenta Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Transfer Belt","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Transfer Unit","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > HR","KONICA MINOLTA bizhub C3100P","A6DR021120076","10.16.162.174","5623#COK/N240838","","Yellow Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub 4702P","AAFH021001639","10.16.161.167","5623#COK/N270938","Chmielów Magazyn Techniczny","Black Cartridge","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub 4702P","AAFH021000086","10.16.162.92","5623#COK/N258813","","Black Cartridge","39%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub 4702P","AAFH021000086","10.16.162.92","5623#COK/N258813","","Imaging Unit","36%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub 4702P","AAFH021001639","10.16.161.167","5623#COK/N270938","Chmielów Magazyn Techniczny","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub 4702P","AAFH021001639","10.16.161.167","5623#COK/N270938","Chmielów Magazyn Techniczny","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub 4702P","AAFH021000086","10.16.162.92","5623#COK/N258813","","Maintenance Kit","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub C458","A79M021031638","10.16.162.111","5623#COK/N259367","MWG","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","KONICA MINOLTA bizhub C458","A79M021019970","10.16.162.171","5623#COK/N241691","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","PPL0176782 bizhub C458","A79M021019564","10.16.162.60","5623#COK/N234412","CHMIELOW/MAGAZYN","Staple Cartridge","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > MWG","PPL0176782 bizhub C458","A79M021019564","10.16.162.60","5623#COK/N234412","CHMIELOW/MAGAZYN","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > NMI","KONICA MINOLTA bizhub C368","A7PU027002042","10.16.162.170","5623#COK/N241677","Chmielow NMI","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045125","10.16.162.194","5623#COK/N241488","","Imaging Unit","22%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045178","10.16.161.123","5623#COK/N241490","","Imaging Unit","54%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Imaging Unit","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045079","10.16.162.189","5623#COK/N241492","","Imaging Unit","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045174","10.16.162.193","5623#COK/N241486","","Imaging Unit","20%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045174","10.16.162.193","5623#COK/N241486","","Maintenance Kit","81%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045079","10.16.162.189","5623#COK/N241492","","Maintenance Kit","75%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Maintenance Kit","71%"
